dept_name,emp_no,first_name,last_name,gender,birth_date,"years of service","Salaries in 2000"
Production,104897,Marl,Merks,M,1954-03-30,15.4493,81259
Marketing,104911,Sanjai,Kruskal,F,1952-12-09,14.2904,47178
Production,104919,Diederik,Munch,M,1953-12-01,11.8548,54870
Production,104921,Kellie,Chandrasekhar,F,1953-01-16,12.5589,69862
Production,104928,Phule,Codenie,M,1955-05-21,9.3616,58243
Finance,104929,Radhia,Oppitz,M,1953-05-13,15.6356,65570
"Quality Management",104930,Macha,Peac,F,1954-11-02,9.8740,51640
Sales,104931,Kristin,Delaune,F,1955-05-18,15.6959,98125
"Customer Service",104933,Chinho,Himler,M,1953-08-06,10.4055,47110
Production,104936,Surveyors,Ruther,F,1953-07-02,10.4466,44258
Development,104938,Christophe,Motley,M,1956-09-05,10.5753,62181
Development,104939,Armond,Masamoto,F,1955-12-01,15.1644,83316
Development,104945,Gro,Polupanov,F,1953-07-18,12.8795,76331
Development,104950,Munir,Fordan,M,1953-02-21,10.6000,99458
Research,104961,Shrikanth,Karnin,F,1953-12-03,11.0795,63931
Sales,104972,Maya,Trachtenberg,M,1956-11-18,14.7205,76856
Production,104977,Shounak,Yetim,F,1954-12-13,15.0192,77061
Development,104981,Lorien,Dulin,M,1956-08-27,15.6055,87872
"Customer Service",104989,Oldrich,Lundstrom,F,1956-01-14,11.2795,69072
Production,104990,Ebru,Shigei,F,1956-01-17,11.2356,47159
Sales,104992,Toshimo,Bottner,M,1952-08-20,9.5534,100934
Marketing,104993,Takahiro,Sluis,M,1953-10-18,12.7123,65516
Sales,105002,Jingling,Millington,M,1952-09-11,14.2219,87492
Sales,105006,Somnath,Dahlbom,M,1955-02-26,10.8384,91723
Production,105028,JoAnna,Impagliazzo,F,1956-06-20,10.2575,42499
Sales,105032,Isamu,McClurg,M,1954-07-22,9.4411,103176
Development,105033,Takahira,Quadeer,M,1952-05-24,14.7370,58325
Development,105040,Vojin,Erbe,M,1955-10-10,12.7562,76110
Development,105041,Paris,Gist,M,1952-11-09,11.1178,89532
Production,105042,Guoxiang,Bellmore,M,1957-01-09,14.2548,64692
Marketing,105046,Kristian,Hagimont,M,1956-08-11,12.1205,118072
"Human Resources",105053,Gian,Vernadat,F,1952-10-24,12.0329,60770
Sales,105060,Manu,Rosin,M,1952-08-01,14.3315,58941
Production,105063,Xiaoshan,Luon,M,1954-06-08,11.8767,62334
Research,105068,Guoxiang,Potthoff,F,1956-03-04,10.1096,53154
Production,105071,Jeong,Gluchowski,M,1953-12-19,10.4055,87574
Production,105072,Gennadi,Atchley,F,1954-04-27,12.4877,40377
Production,105075,Kiyotoshi,Keohane,M,1954-11-27,15.5836,87139
Sales,105079,Shimshon,Janocha,M,1955-05-26,9.9534,90729
Production,105081,Yechezkel,Gyorkos,M,1952-05-29,15.6000,146402
Research,105085,Mamdouh,Bach,F,1955-09-14,15.4274,61146
Research,105093,Lalit,Fontet,M,1952-11-22,15.7890,82507
Development,105095,Steen,Leppanen,F,1955-11-19,13.9644,68803
Production,105100,Boguslaw,Fabrizio,M,1955-02-08,15.7205,47631
Development,105103,Elvis,Zambonelli,M,1954-06-30,13.3918,76799
Marketing,105106,Gretta,Range,M,1956-11-19,11.5616,52285
Production,105114,Zdislav,Cunliffe,F,1956-02-07,11.1425,59644
Production,105120,Dannz,Litzler,M,1952-12-13,13.7863,71896
Sales,105122,Martins,Schaap,M,1953-09-12,10.2055,86390
"Customer Service",105123,Bernd,Schwaller,M,1953-04-20,15.3945,62879
Development,105142,Yishay,Mandelberg,M,1956-03-17,13.5562,66246
Development,105143,Tse,Dulli,M,1954-07-05,15.5178,77843
"Customer Service",105146,Martins,Katzenelson,M,1954-11-24,15.1863,74602
Development,105147,Marsja,Nittel,F,1956-10-24,9.9233,58590
Production,105148,Marsha,Schicker,M,1954-10-11,10.7123,46952
"Customer Service",105152,Mikhail,Cesareni,M,1952-11-07,15.2712,75630
Development,105153,Gurbir,Staudhammer,F,1953-10-03,11.9890,57874
Production,105155,Augustine,Talmon,M,1954-05-06,9.7671,54446
"Customer Service",105157,Tadahiko,Gyimothy,M,1956-03-20,15.5288,73457
Finance,105162,Heon,Alencar,M,1952-08-14,13.8466,71538
Research,105167,Lillian,Comyn,M,1952-05-12,15.3808,77159
Development,105177,Radoslaw,Serra,M,1956-01-11,13.4493,72474
"Human Resources",105180,Jouni,Broder,F,1954-11-13,13.4521,64091
Finance,105184,Mabo,Luck,F,1952-11-02,12.4274,92827
Development,105185,Sivanarayana,Rothe,F,1952-06-10,9.0822,59738
Development,105202,Susumu,Jording,F,1953-04-10,12.2548,112014
Sales,105203,Ronghao,Tischendorf,M,1956-05-08,14.2274,73105
Sales,105204,Ennio,Schaad,M,1953-04-19,12.1370,81920
"Customer Service",105205,Nahum,Gronowski,F,1956-04-28,14.8795,45234
Development,105208,Moon,Grospietsch,M,1953-11-07,13.9425,83992
Development,105221,Tuval,Hatcliff,M,1955-08-17,10.0247,129060
Production,105222,Gaetan,Weiland,M,1953-03-21,15.3397,77905
Development,105223,Jiakeng,Manders,M,1954-05-31,15.0904,75648
Development,105224,Bernd,Schrift,M,1952-06-24,13.7205,52027
Sales,105226,Murthy,Menyhert,F,1955-03-14,13.7342,55174
"Customer Service",105228,Danco,Stroustrup,M,1954-02-21,10.7425,49639
Production,105229,Taisook,Rousseau,M,1956-04-23,15.7123,57177
Development,105234,Frederique,Navazio,M,1952-02-29,13.5123,52694
Marketing,105239,Bartek,Perl,M,1955-10-04,13.3890,79977
Development,105241,Arra,Ulupinar,M,1952-11-02,13.6904,80965
Research,105249,Vitali,Crouzet,M,1956-06-19,10.2219,88639
Development,105259,Mohamadou,Wiegley,M,1954-05-24,13.9096,69419
Development,105261,Domenick,Rullman,M,1954-07-03,15.0110,97298
Sales,105264,Chrisa,Simkin,F,1954-04-15,13.7699,63395
Development,105272,Nimmagadda,Lichtner,M,1954-08-25,9.0959,99412
Development,105274,Yakkov,Rosti,M,1956-04-20,13.5151,71980
Research,105275,Tru,Parhami,M,1956-06-12,12.6082,71228
"Customer Service",105278,Hisao,Gyimothy,M,1955-09-03,13.9562,60546
"Customer Service",105291,Nagui,Goldhammer,F,1953-02-01,15.8712,58619
Development,105293,Anyuan,Rosaz,M,1956-09-19,10.3753,62252
Sales,105296,Conor,Peha,M,1954-01-03,14.0493,78182
"Human Resources",105302,Matt,Gyimothy,M,1954-12-30,9.0384,53530
"Customer Service",105303,Lihong,Gulak,M,1954-11-15,11.1753,48040
Production,105304,Nikolaus,Steinauer,F,1953-05-03,14.5836,62577
Production,105308,Mansur,Reistad,F,1956-09-20,13.9342,161698
Development,105310,Olivera,Ferriere,F,1955-12-29,11.0740,48688
Finance,105311,Mohammad,Conry,F,1955-08-25,13.3425,71488
"Human Resources",105313,Richara,McFarlin,F,1955-06-23,14.4959,81318
Marketing,105319,Tru,Rebaine,M,1952-05-15,14.4247,143868
Development,105321,Maha,Codenie,M,1953-02-13,9.8575,55716
Development,105326,Almudena,Comte,M,1953-03-21,13.9589,67180
Development,105328,Alain,Hoppenstand,M,1954-11-27,12.7068,101996
Marketing,105329,Shakhar,Speer,M,1954-05-03,14.4904,100215
Production,105331,Mircea,Noriega,F,1956-09-15,10.2521,52105
Development,105334,Breannda,Kuhnemann,M,1953-05-27,11.5589,45256
Development,105336,Shalesh,Mitchem,M,1953-03-24,9.0822,55599
Production,105346,Pradeep,Gluchowski,F,1953-04-07,14.0548,64598
Production,105352,Leandro,Gyimothy,M,1956-09-25,11.9753,67139
Development,105357,Martien,Billawala,M,1954-03-31,15.4521,71717
"Quality Management",105365,Iara,Backhouse,F,1953-06-06,14.0329,69899
"Human Resources",105368,Lijia,Bouloucos,M,1956-09-14,12.2904,58882
Production,105372,Martial,Muniz,F,1955-05-02,11.0274,69027
Development,105380,Lijie,Ramras,M,1953-11-21,11.5123,66718
Development,105388,Sarita,Lorch,F,1952-06-19,13.4767,70673
Production,105391,Vidya,Peac,M,1955-03-21,15.8219,40988
Research,105395,Moti,Shackel,M,1952-07-08,11.5589,60533
Marketing,105396,Sajjan,Strehl,F,1952-10-23,12.2356,169028
Development,105401,Babette,Anguita,M,1952-10-06,14.8000,40000
Production,105402,Marke,Cooke,M,1956-08-11,13.9808,49644
"Customer Service",105406,Hongzhu,Viele,M,1953-03-24,12.9479,65013
Development,105408,Adit,Gihr,F,1953-11-13,13.1616,96110
Development,105410,Foong,Morton,F,1953-02-04,15.8822,63669
Development,105417,Rajmohan,Matzel,M,1954-04-03,15.2301,69948
"Human Resources",105421,Sadun,Schrooten,F,1952-08-23,15.8849,77065
Finance,105423,LiMin,Apsitis,F,1957-01-31,9.1644,94400
Marketing,105425,Minghong,Peir,F,1953-06-02,12.4411,68838
"Customer Service",105430,Hairong,Pusterhofer,M,1952-12-12,13.3452,41596
Sales,105431,Akeno,Gente,M,1954-02-10,11.0822,122338
Sales,105437,Luerbio,Majewski,F,1954-03-12,11.3616,123984
Sales,105440,Anneli,Jansen,F,1952-04-18,11.0027,58639
Sales,105441,Abdelghani,Haldar,F,1953-09-02,15.7562,100512
Research,105453,Hein,Ballarin,F,1957-01-05,13.9589,56613
Research,105461,Morrie,Streit,M,1956-04-11,11.7562,54020
"Human Resources",105466,Shih,Servi,M,1952-12-26,13.8329,66273
Development,105471,Akeno,Schapiro,M,1957-01-23,14.3342,63182
Sales,105479,Masami,Soloway,F,1956-06-07,15.7863,75225
"Human Resources",105481,Taisook,Crooks,M,1955-01-19,11.0000,53241
Development,105482,Brigham,Tetzlaff,M,1954-04-24,9.6356,61545
Production,105485,Magy,Danner,F,1955-11-22,15.7918,123122
"Human Resources",105486,Sampalli,Zielinski,M,1956-06-29,10.8082,62569
Research,105487,Kolar,Wursthorn,F,1952-11-11,11.1726,74306
Production,105488,Boriana,Schurmann,M,1954-08-23,10.3151,77562
Sales,105489,Jasminko,Sadowski,M,1953-01-16,14.1863,100005
"Quality Management",105498,Shuzo,Kohling,M,1952-11-16,13.8137,59044
Finance,105500,Fun,Beznosov,F,1955-08-17,9.7644,66178
Production,105515,Mototsugu,Kandlur,M,1953-09-26,12.6740,72968
Research,105517,Haldun,Peac,M,1952-09-24,11.0849,58172
Sales,105518,Fusako,Kusakabe,M,1953-12-10,11.2137,167722
Sales,105521,Toshiko,Hofman,F,1953-09-12,13.1726,89692
Production,105531,Harjit,Wiegley,M,1953-12-14,11.1918,48996
Development,105532,Christophe,Sluis,F,1954-03-05,13.8767,58352
"Quality Management",105533,Zijian,Falby,M,1952-12-18,14.9808,61578
Production,105541,Otmar,Gils,M,1954-12-30,12.1178,48285
Development,105543,True,Fabrizio,F,1953-12-03,15.4767,83220
Development,105544,Feiyu,Mitsuhashi,M,1954-02-12,14.9644,48890
Development,105546,Dhritiman,Coombs,F,1952-09-09,12.5068,56660
Development,105560,Dmitri,Zeleznik,M,1953-10-20,14.3370,51809
Production,105561,Mariangiola,Baja,M,1952-07-17,13.1534,58565
Production,105564,Jaihie,Parhami,M,1954-10-28,13.6110,100998
Sales,105572,Vivian,Haldar,F,1955-05-30,13.2438,92093
"Human Resources",105574,Boguslaw,Usdin,M,1954-04-13,11.8082,47633
Development,105581,Rasikan,Hanabata,M,1955-04-10,14.9288,132094
Development,105587,Kwun,Demri,F,1955-06-14,14.0000,60728
"Human Resources",105593,Kankanahalli,Liesche,F,1955-05-18,12.1863,65495
Sales,105595,Gino,Hmelo,M,1953-07-23,12.0986,92078
"Human Resources",105597,Christfried,Kabayashi,M,1956-08-14,13.6521,70914
"Human Resources",105601,Shridhar,Skafidas,M,1953-03-09,13.4712,72366
Sales,105603,Masoud,Sommer,M,1955-05-23,13.6986,114350
Development,105608,Remco,Baer,M,1956-04-03,10.9123,42008
Marketing,105613,Hironoby,Ressouche,F,1955-11-13,9.5616,56099
Research,105618,Kazunori,Bugaenko,M,1954-07-17,14.6575,41069
Development,105622,Zhiguo,Sooriamurthi,M,1956-03-28,12.7918,46378
Development,105623,Eben,Miculan,M,1955-03-03,11.1781,60621
Development,105633,Dmitry,Androutsos,M,1952-09-20,13.9123,43888
Sales,105634,Szabolcs,Mullainathan,F,1954-06-22,14.5452,55777
Development,105635,Genevieve,Menyhert,F,1954-03-01,9.3671,41899
Development,105637,Remko,Tagansky,M,1953-12-28,15.3315,65641
Development,105642,Sailaja,Lukaszewicz,F,1955-12-29,10.1671,74059
Finance,105646,Janalee,Pearson,F,1953-11-29,9.6603,72210
Development,105651,Tadahiro,Radhakrishnan,F,1956-05-11,13.2301,95543
Development,105660,Shahid,Garnier,F,1953-06-10,11.4603,93276
Sales,105662,Jinpo,Hoogerwoord,F,1954-01-18,14.6740,69074
Sales,105665,Tonia,Falco,F,1953-08-29,14.1753,92641
Development,105670,Arumugam,Rijsenbrij,F,1953-03-31,12.3781,42034
Production,105674,Lalit,Kropatsch,M,1955-09-15,15.2219,78809
"Customer Service",105675,Mahendra,Nourani,M,1954-01-27,11.9315,54511
Development,105681,Pranav,Mikschl,F,1954-11-26,12.5342,89250
Marketing,105682,Kerhong,Juneja,F,1953-11-20,14.0247,109433
Finance,105683,Sachar,Beeson,F,1953-06-15,15.4466,107458
Research,105686,Adin,Kroha,F,1955-06-14,11.2603,78945
Marketing,105693,Nishit,Haraldson,F,1955-05-22,9.6411,64147
Production,105695,Eric,Blokdijk,F,1952-04-11,10.4493,65116
Development,105696,Weicheng,Syang,M,1953-02-17,9.5205,59889
"Quality Management",105701,Marsja,Danley,F,1954-10-08,14.1014,63358
Production,105705,Ghassan,Mellouli,F,1954-06-02,13.7644,127370
Finance,105709,Gro,Schiettecatte,M,1956-09-12,9.0630,47087
Research,105712,Danel,Kobuchi,M,1953-01-04,15.8192,156223
Production,105716,Ipke,Milicia,M,1953-01-12,13.8329,68422
Sales,105722,Maik,Riefers,M,1953-03-25,15.7233,77576
"Human Resources",105725,Panayotis,Narlikar,F,1956-03-07,12.9315,83351
Production,105726,Jagoda,Randt,M,1952-10-09,14.3918,135910
Production,105730,Roddy,Diderrich,F,1956-02-12,14.8932,65415
Marketing,105735,Vugranam,Casperson,M,1956-02-13,15.4877,138058
"Quality Management",105736,Tua,Decleir,F,1952-03-07,10.6110,43054
Marketing,105738,Qiwen,Jenevein,M,1953-01-08,13.1041,69682
Production,105739,Zine,Journel,M,1954-06-13,15.1781,49852
Development,105746,Barun,Litecky,F,1956-07-12,9.5836,53131
"Quality Management",105751,Karlis,Lally,M,1956-04-14,15.2767,45908
Development,105753,Marsha,Haddadi,F,1953-11-12,10.7123,58229
Production,105755,Shai,Granlund,F,1956-02-23,11.3589,61722
"Human Resources",105760,Sashi,Munoz,F,1952-10-05,11.8932,64957
"Human Resources",105763,Yonghong,Gajiwala,F,1954-01-19,11.5808,48210
"Human Resources",105765,Nobuyoshi,Picel,M,1952-10-26,10.2301,93062
Sales,105766,Boutros,Callaway,F,1952-11-18,12.5945,50207
Development,105767,Tesuya,Kuhnemann,F,1957-01-16,15.8767,87371
Sales,105768,Danny,Bashian,M,1952-03-26,10.4384,82546
"Human Resources",105770,Yannik,Laventhal,F,1953-01-11,15.1452,60697
Production,105771,Raimond,Blokdijk,F,1956-09-02,10.0795,53129
Sales,105774,Mansur,Luga,F,1953-05-17,9.6247,67693
Development,105776,Lokesh,Chinen,M,1954-07-08,13.7644,53677
Sales,105778,Aloke,Desikan,M,1956-07-09,9.3288,85170
Development,105779,Tokuyasu,Mersereau,M,1956-07-03,14.6384,59148
Marketing,105781,Billur,Rousseau,F,1955-05-09,13.2137,71904
Production,105786,Ymte,Goodrum,F,1953-12-23,15.7342,81535
Sales,105789,Qingxiang,Fordan,M,1955-03-24,15.8164,78002
"Human Resources",105791,Jungsoon,Kading,F,1954-01-07,10.4795,52339
Sales,105800,Golgen,Baig,M,1955-04-13,13.7808,98613
"Customer Service",105804,Candido,Winter,M,1953-03-21,9.5836,53870
Sales,105806,Marla,Jenevein,M,1954-07-22,9.3836,77199
Production,105809,Remko,Frolund,M,1955-04-22,14.4822,63900
Production,105810,Subhankar,Shihab,F,1953-06-24,15.6767,74579
Research,105813,Marie,Albarhamtoshy,F,1957-01-16,15.7205,65498
Development,105817,Mihalis,Junot,M,1952-06-09,15.2712,60239
"Customer Service",105823,Sariel,Sluis,F,1956-09-26,14.3616,63276
Marketing,105831,Tristan,Hiraishi,M,1953-05-19,10.1945,144234
Sales,105836,Marit,Farrar,M,1954-02-02,9.8986,60011
Development,105839,Ziyad,Rosca,M,1955-10-12,12.2767,78033
Sales,105841,Jessie,Spelt,M,1952-04-15,15.8247,181801
Production,105850,Shao,Bernardinello,F,1954-10-31,10.7123,121416
Sales,105852,Filipe,Beetstra,M,1952-07-30,15.6959,82005
Development,105860,Heeju,Juneja,F,1952-07-08,14.0301,43878
Production,105876,Eldridge,Junet,M,1952-03-29,13.3014,61473
Development,105877,Moriyoshi,Ravishankar,F,1953-03-08,11.9096,41921
Production,105878,Dhritiman,Malabarba,F,1953-05-14,15.4301,124598
Marketing,105879,Maha,Dehkordi,M,1955-05-10,10.0877,90614
Production,105884,Arvind,Esposito,F,1953-03-01,14.4110,83712
Sales,105886,Stafford,Mitchem,M,1952-06-28,12.8575,86553
Marketing,105889,Constantino,Blokdijk,M,1955-01-31,14.5562,72806
"Human Resources",105892,Noritoshi,Osgood,F,1955-08-30,11.7918,44488
Marketing,105899,Youpyo,Anandan,F,1952-07-23,13.6493,48192
Production,105903,Constantijn,Roisin,F,1956-12-09,15.0438,84955
Production,105906,Arunas,Ligten,M,1953-11-26,11.9041,180108
"Quality Management",105907,Eric,Berztiss,M,1956-08-18,9.8877,55602
Development,105910,Guozhong,Zaccaria,M,1955-04-29,15.2219,53669
Finance,105914,Tonia,Zhiwei,M,1957-01-15,9.4548,95414
Development,105915,Marsal,Pearson,M,1954-08-05,14.4575,68686
Sales,105921,Willard,Gubsky,M,1955-04-11,14.9260,93488
Research,105926,Shahid,Mansanne,F,1955-10-15,15.3123,85711
Production,105928,Neven,Wossner,F,1954-09-07,9.8521,50374
Development,105932,Nahla,Hebden,F,1952-03-19,10.7836,50169
Sales,105934,Gor,Langford,M,1952-03-20,14.8411,124742
Research,105935,Danai,Koshiba,M,1952-04-20,14.5699,76877
"Human Resources",105947,Xiaoqiu,Larfeldt,M,1956-04-07,10.0466,69357
Production,105972,Youpyo,Decleir,F,1956-01-11,10.0685,55149
Production,105981,Bedir,Tyugu,M,1955-06-10,15.5534,87192
"Human Resources",105987,Vojin,Geffroy,F,1954-08-04,13.3178,61555
"Human Resources",105988,Hirochika,Swick,M,1955-10-21,15.0164,122457
Production,105991,Ronnie,Raczkowsky,M,1954-04-23,13.0082,64003
Development,105992,Sverrir,Harnett,F,1952-08-26,10.8986,40000
Production,105993,Baocai,Peak,M,1954-07-07,9.9452,112898
Production,105998,Herb,Sanella,F,1955-08-09,14.9699,50365
Production,106000,Kristina,Vidya,M,1954-01-12,10.0110,61496
Development,106001,Satosi,Matzke,F,1952-11-23,11.1068,50010
Production,106003,Przemyslawa,Kemmerer,M,1952-08-13,12.3589,170042
Production,106007,Trygve,Ligten,F,1955-02-16,15.8137,97523
Sales,106011,Youpyo,Takanami,M,1955-02-23,14.9205,106029
Development,106014,Jiong,Birnbaum,F,1956-06-06,12.8329,100136
Development,106020,Noritoshi,Raoux,M,1957-01-27,14.1123,67193
Research,106021,Ronghao,Matzat,M,1956-08-11,15.5370,53137
Finance,106027,Torsten,Falco,M,1955-02-27,11.1890,68532
Sales,106029,Shaunak,Kalorkoti,M,1953-09-22,11.6438,84595
Production,106031,Hein,Peron,M,1954-06-26,15.5151,64157
Production,106033,Bodo,Vasanthakumar,M,1956-01-18,15.5671,56940
"Human Resources",106040,Atreye,Terekhov,M,1955-11-24,13.7233,68600
Development,106042,Jiann,Calkin,F,1953-09-14,15.4767,60761
Development,106048,Urs,Schlumberger,F,1955-11-29,15.2274,101687
Sales,106049,Tran,Zhang,M,1953-08-07,14.7589,95387
Finance,106052,Neelam,Peak,M,1956-12-21,13.2932,43918
Finance,106060,Remko,Underwood,F,1956-04-27,14.4849,146992
Marketing,106063,Florian,Baaz,M,1955-08-27,12.3507,110076
Development,106073,Isamu,Chappelet,F,1952-12-07,10.6877,53439
Development,106083,Jacopo,Panangaden,M,1954-02-21,15.0493,88298
Marketing,106087,Divier,Miake,F,1956-11-15,12.2740,73791
Finance,106091,Mark,Nittel,F,1954-11-10,15.5096,76534
"Human Resources",106095,Zengping,Staelin,F,1954-10-28,12.8685,67673
"Human Resources",106098,Barry,Demke,M,1952-04-26,9.4247,40229
Production,106099,Jiang,Gire,M,1955-09-21,10.1068,71840
Development,106100,Arie,Cullers,M,1956-12-04,9.7699,56464
Sales,106104,Magdalena,Lueh,F,1952-08-13,9.8000,59394
Development,106107,Hidde,Undy,F,1955-07-10,15.1425,94493
Production,106110,Serenella,Gornas,M,1955-05-25,9.4795,55124
Production,106113,Shigenori,Gill,M,1953-12-06,14.6849,108270
Research,106118,Xiaoqiang,Sidhu,F,1952-07-04,9.0493,79287
Production,106121,Moni,Tiemann,M,1953-02-17,12.6110,67735
Development,106131,Kolar,Goodrum,F,1953-12-29,9.9260,50777
Development,106132,Yinlin,Schapiro,F,1954-04-08,15.8904,63976
Marketing,106133,Guadalupe,Heijenga,M,1954-09-13,14.0521,199200
Development,106152,Arfst,Menhardt,M,1953-10-07,9.7233,50835
Sales,106159,Aloke,Rahimi,F,1957-01-21,13.3425,146548
Development,106161,Rafael,Baba,M,1955-04-21,15.3014,71645
Production,106163,Moto,Marwedel,M,1954-11-24,13.8164,70332
Production,106166,Sahrah,Lukaszewicz,M,1953-01-15,14.0493,44748
Production,106167,Ishfaq,Peternell,F,1956-06-13,11.4795,64765
Development,106169,Shridhar,Kroon,F,1955-02-18,10.4795,65786
Sales,106170,Giap,Nergos,M,1955-10-12,11.3178,55618
Development,106175,Kazuhisa,Lunn,M,1953-04-23,10.0932,150221
Sales,106176,Karsten,Thebaut,F,1954-07-24,9.9671,69510
"Quality Management",106177,Zongyan,DuCasse,M,1953-03-10,13.3425,47581
Sales,106186,Gonzalo,Sewelson,M,1955-08-10,13.3260,122092
Sales,106187,Kazuyasu,Rassart,F,1952-09-04,12.0301,80017
Marketing,106190,Rosalyn,Kobuchi,M,1952-10-10,12.8247,95265
Development,106192,Alejandra,Calkin,M,1954-03-10,13.0055,118386
Production,106197,Geraldo,Ciolek,M,1955-04-04,15.0959,48449
Finance,106198,Ayakannu,Uhrig,F,1954-12-30,12.2877,81475
Production,106199,Martijn,Peng,M,1952-11-29,9.6000,63525
Sales,106201,Mabo,Felder,M,1956-05-02,13.7068,123750
Development,106206,Behnaam,Schlenzig,M,1955-12-26,15.2603,63939
Development,106212,Kristof,Pluym,F,1952-02-23,14.3425,67121
Development,106214,Valdiodio,Demir,M,1954-06-21,12.9178,56244
Development,106222,Shim,Uludag,F,1955-03-11,13.7370,106255
"Quality Management",106223,Tamiya,Kriebel,M,1954-03-16,9.8438,40626
Finance,106235,Joydip,Penn,M,1956-04-30,13.3781,77863
Development,106240,Shen,Ramras,F,1952-07-09,14.8493,74885
Production,106243,Kristinn,Heering,F,1956-03-02,14.4795,81570
Sales,106247,Abdelghani,Vecchio,F,1956-12-04,11.3699,94399
"Human Resources",106253,Along,Brodie,F,1954-05-09,9.2274,58836
Sales,106254,Gian,Lowrie,M,1952-09-15,15.7918,104160
Sales,106255,Luigi,Furedi,M,1952-04-26,13.2986,87949
Production,106256,Yakichi,Michaeli,M,1953-08-25,12.9863,67891
"Customer Service",106258,Ute,Kirkerud,F,1956-02-22,10.9644,141094
Development,106262,Mats,Dredge,M,1953-08-13,10.1178,68610
Finance,106263,Dinah,Lally,M,1956-05-25,15.0603,81494
Development,106269,Wayne,Rissanen,M,1955-12-18,9.3370,60331
Marketing,106278,Chanjung,Nooteboom,F,1953-11-16,15.6164,109729
Sales,106280,Idoia,Atrawala,F,1955-12-08,10.4603,75289
Development,106286,Kenroku,Cronan,M,1954-07-05,11.9233,78576
Research,106288,Gil,Strandh,F,1954-01-08,11.6384,50341
Sales,106293,Froduald,Schicker,M,1953-09-03,13.1288,89515
Production,106296,Nakhoon,Lunt,M,1956-01-12,13.4932,102392
Production,106307,Gil,Lunn,F,1954-09-08,14.4384,69501
Finance,106313,Haldon,Journel,M,1955-05-27,10.4849,61322
Research,106317,Lein,Busillo,M,1952-06-29,14.8603,48299
Marketing,106319,Jayson,Azulay,M,1955-02-20,14.8849,96727
Marketing,106320,Lein,Gils,M,1954-11-30,15.5753,93701
Development,106323,Munehiko,Greibach,M,1956-09-26,12.2822,60818
Production,106328,Khoa,Smeets,F,1955-01-29,9.3534,44634
Production,106331,Fumiko,Lorch,F,1955-10-03,14.0904,56853
Sales,106338,Phule,Kolvik,M,1957-01-04,15.4082,76329
"Quality Management",106340,Giordano,Plotkin,M,1954-01-26,15.0877,68698
"Human Resources",106345,Danco,Thorensen,M,1957-01-14,13.0493,75447
Production,106346,Perry,Cronan,M,1955-07-31,12.3699,81030
Development,106347,Garnik,Manderick,F,1955-08-22,11.1562,80675
Development,106355,Lena,Schmiedel,M,1953-02-28,14.3205,135986
"Human Resources",106364,Bowen,Muhlberg,M,1952-03-22,15.5616,64816
Production,106373,Atilio,Perko,M,1956-01-27,15.4219,102066
Production,106377,Khaled,Belinskaya,F,1956-07-07,10.1973,74297
Sales,106383,Yechezkel,Denny,M,1954-12-03,12.4438,102926
Development,106395,Sadun,Menhardt,M,1957-01-06,15.1589,62392
Production,106396,Fay,Zumaque,F,1954-10-11,9.3370,48155
Marketing,106397,Brewster,Koblick,F,1953-06-11,9.9014,61071
Production,106404,Monique,Crooks,M,1954-11-25,11.1562,54211
Production,106406,Duro,Leslie,M,1952-12-28,10.9096,46262
Development,106407,Etsuo,Kinley,F,1956-02-29,14.8329,111480
"Quality Management",106411,Anyuan,Marletta,F,1954-09-27,12.7425,49671
Production,106412,Yongmao,Lieblein,F,1956-12-21,9.3370,57192
Research,106414,Mansur,Ohori,M,1954-01-16,11.7781,61407
Marketing,106417,Kwun,Clouatre,M,1955-06-13,12.4192,99688
Sales,106424,Stevo,Sidhu,M,1952-07-21,11.2411,105135
Production,106425,Beshir,Rohrbach,M,1955-03-26,13.6466,73836
Sales,106435,Collette,Christ,M,1952-12-17,14.6356,92015
Development,106440,Mong,Pulkowski,F,1953-07-14,9.2712,65978
Marketing,106441,Erzsebet,Narahari,M,1952-05-02,15.7342,94637
Marketing,106442,Mihalis,Yeung,F,1954-10-20,12.9205,74898
Marketing,106447,Tadanori,Herber,M,1955-02-20,14.6658,158092
Marketing,106451,Jiong,Tibblin,M,1954-12-03,12.8110,87986
Development,106457,Toshimitsu,Frezza,M,1954-12-21,12.5425,52211
Development,106462,Chanjung,Decaestecker,M,1952-10-29,13.7014,55884
Production,106463,Janalee,Poulakidas,F,1953-02-26,15.2849,141812
Research,106465,Nidapan,Guting,M,1954-01-14,13.4466,70470
Production,106466,Wayne,Anick,M,1953-01-01,15.0384,70392
Sales,106471,Teruyuki,Hettesheimer,F,1954-03-07,9.2877,71211
Sales,106482,Alselm,Selenyi,F,1955-07-20,14.5288,97000
Sales,106485,Mayumi,Rettelbach,M,1956-12-22,14.0438,98145
Production,106487,Khalil,Ramsey,F,1954-01-27,12.6466,78261
Finance,106493,Shirish,Dulay,M,1953-10-21,11.6219,60828
Development,106504,Tremaine,Panangaden,F,1954-12-24,12.2356,51728
Development,106505,Trygve,Lienhardt,F,1956-07-31,13.2438,62321
Marketing,106521,Nidapan,Birke,M,1955-03-31,11.6877,122274
"Customer Service",106527,Jaewon,Preusig,M,1954-02-26,11.6932,64788
Production,106531,Shuky,Eiron,M,1955-05-23,15.2247,168524
Production,106534,Shounak,Trogemann,M,1952-02-09,11.4110,42418
